Center Image,Left Image,Right Image,Steering,Throttle,Brake,Speed
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_048.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_048.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_048.jpg,0,0,0,17.13601
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_116.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_116.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_116.jpg,0,0,0,16.99224
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_184.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_184.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_184.jpg,0,0,0,17.42084
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_251.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_251.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_251.jpg,0,0,0,16.78485
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_324.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_324.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_324.jpg,0,0,0,16.64365
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_398.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_398.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_398.jpg,0,0,0,16.50863
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_518.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_518.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_518.jpg,0,0,0,16.95048
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_586.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_586.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_586.jpg,-0.2,0,0,16.79557
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_607.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_607.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_607.jpg,-0.35,0,0,16.14051
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_678.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_678.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_678.jpg,-0.5500001,0,0,15.92073
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_807.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_807.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_807.jpg,-0.3999844,0,0,15.77967
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_884.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_884.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_884.jpg,-0.171211,0,0,16.22046
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_28_954.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_28_954.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_28_954.jpg,-0.371211,0,0,16.0776
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_026.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_026.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_026.jpg,-0.571211,0,0,15.87872
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_097.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_097.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_097.jpg,-0.3984783,0,0,15.25998
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_171.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_171.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_171.jpg,-0.1853746,0,0,15.1372
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_243.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_243.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_243.jpg,0,0,0,15.01183
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_317.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_317.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_317.jpg,0,0,0,15.44944
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_397.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_397.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_397.jpg,0,0,0,15.33731
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_469.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_469.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_469.jpg,-0.2,0,0,15.20598
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_537.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_537.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_537.jpg,-0.35,0,0,14.56768
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_593.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_593.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_593.jpg,-0.2268628,0,0,14.44624
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_717.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_717.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_717.jpg,0,0,0,14.74415
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_796.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_796.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_796.jpg,0,0,0,14.15818
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_863.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_863.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_863.jpg,-0.2,0,0,14.00444
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_29_932.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_29_932.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_29_932.jpg,-0.35,0,0,14.39491
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_015.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_015.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_015.jpg,-0.2013379,0,0,14.26495
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_083.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_083.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_083.jpg,0,0,0,13.65657
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_152.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_152.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_152.jpg,-0.15,0,0,14.11841
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_261.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_261.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_261.jpg,-0.1977855,0,0,13.27361
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_327.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_327.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_327.jpg,-0.3477855,0,0,13.73788
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_468.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_468.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_468.jpg,-0.3676346,0,0,13.45459
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_632.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_632.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_632.jpg,-0.3298518,0,0,13.31367
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_701.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_701.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_701.jpg,-0.5298519,0,0,13.151
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_770.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_770.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_770.jpg,-0.4011176,0,0,12.50907
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_839.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_839.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_839.jpg,-0.19549,0,0,12.42635
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_895.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_895.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_895.jpg,0,0,0,12.88369
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_30_967.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_30_967.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_30_967.jpg,0,0,0,12.78816
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_036.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_036.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_036.jpg,0,0,0,12.21793
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_106.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_106.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_106.jpg,0,0,0,12.01915
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_191.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_191.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_191.jpg,0,0.2121727,0,12.61781
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_265.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_265.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_265.jpg,0,0.4274805,0,12.72208
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_309.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_309.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_309.jpg,0,0.6284839,0,13.1599
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_381.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_381.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_381.jpg,0,0.8443037,0,13.92664
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_454.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_454.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_454.jpg,-0.2,1,0,14.63177
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_504.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_504.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_504.jpg,-0.35,1,0,15.17057
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_576.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_576.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_576.jpg,-0.2229878,1,0,16.02222
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_651.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_651.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_651.jpg,0,1,0,16.70119
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_725.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_725.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_725.jpg,0,1,0,17.52345
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_796.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_796.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_796.jpg,0,1,0,18.34331
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_873.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_873.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_873.jpg,0,1,0,19.15985
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_31_943.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_31_943.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_31_943.jpg,0,1,0,19.77268
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_021.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_021.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_021.jpg,0,1,0,20.5844
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_094.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_094.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_094.jpg,-0.2,1,0,21.37075
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_176.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_176.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_176.jpg,-0.4,1,0,22.09158
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_248.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_248.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_248.jpg,-0.5500001,1,0,22.5759
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_325.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_325.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_325.jpg,-0.7500002,1,0,23.16633
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_402.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_402.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_402.jpg,-0.9500002,1,0,23.67782
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_479.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_479.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_479.jpg,-1,1,0,24.18435
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_561.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_561.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_561.jpg,-0.7553375,1,0,24.95285
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_635.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_635.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_635.jpg,-0.5327704,1,0,25.77132
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_722.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_722.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_722.jpg,-0.2722069,1,0,26.55893
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_795.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_795.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_795.jpg,-0.05439881,1,0,27.28898
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_876.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_876.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_876.jpg,0,1,0,28.0247
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_32_960.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_32_960.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_32_960.jpg,0,1,0,28.76163
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_031.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_031.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_031.jpg,0,1,0,29.311
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_109.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_109.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_109.jpg,0.2,1,0,30.01715
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_183.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_183.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_183.jpg,0.4,1,0,30.15332
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_260.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_260.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_260.jpg,0.2260547,1,0,30.18648
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_331.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_331.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_331.jpg,0.01000447,1,0,30.19188
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_404.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_404.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_404.jpg,0,1,0,30.18587
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_476.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_476.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_476.jpg,0,1,0,30.188
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_548.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_548.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_548.jpg,0,1,0,30.19462
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_617.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_617.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_617.jpg,0,1,0,30.18383
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_683.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_683.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_683.jpg,0,1,0,30.26316
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_753.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_753.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_753.jpg,0,1,0,30.29447
C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\center_2018_05_09_22_09_33_822.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\left_2018_05_09_22_09_33_822.jpg,C:\Users\xianh\CarND-Behavioral-Cloning-P3\Record\IMG\right_2018_05_09_22_09_33_822.jpg,0,1,0,29.93802
